zhiwei_data,zhiwei_web,company_data,company_web,xinzhi1,address1,newtime1 
高级网站测试工程师,https://jobs.51job.com/shanghai-hpq/78608064.html?s=01&amp;t=0,上海飒娅信息科技有限公司,https://jobs.51job.com/all/co4785185.html,6-8千/月,上海-闵行区,08-24
游戏测试工程师,https://jobs.51job.com/shanghai/93472284.html?s=01&amp;t=0,上海钛捷信息科技有限公司,https://jobs.51job.com/all/co4372851.html,0.8-1.4万/月,上海-徐汇区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-cnq/59111338.html?s=01&amp;t=0,上海共睿信息技术有限公司,https://jobs.51job.com/all/co5130902.html,0.7-1万/月,上海-浦东新区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-cnq/103992384.html?s=01&amp;t=0,上海精酿信息科技有限公司,https://jobs.51job.com/all/co4834875.html,0.8-1万/月,上海-闵行区,08-24
软件测试工程师,https://jobs.51job.com/shanghai/94354532.html?s=01&amp;t=0,上海画龙信息科技有限公司,https://jobs.51job.com/all/co4054207.html,12-20万/年,上海-徐汇区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-xhq/105110680.html?s=01&amp;t=0,上海微企信息技术股份有限公司,https://jobs.51job.com/all/co2877817.html,0.8-1.2万/月,上海,08-24
软件测试工程师,https://jobs.51job.com/shanghai-pdxq/94410080.html?s=01&amp;t=0,上海危网信息科技有限公司,https://jobs.51job.com/all/co2521353.html,0.8-1.2万/月,上海-浦东新区,08-24
渗透测试工程师,https://jobs.51job.com/shanghai-xhq/101761364.html?s=01&amp;t=0,上海点觉信息技术有限公司,https://jobs.51job.com/all/co3502193.html,0.5-1万/月,上海,08-24
测试工程师,https://jobs.51job.com/shanghai/90002667.html?s=01&amp;t=0,筑客网络技术（上海）有限公司,https://jobs.51job.com/all/co3945020.html,1-1.5万/月,上海-黄浦区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-pdxq/82624551.html?s=01&amp;t=0,Forgame——云游控股集团（上海）,https://jobs.51job.com/all/co3566072.html,1-1.5万/月,上海,08-24
VOC测试工程师,https://jobs.51job.com/shanghai-ypq/83714673.html?s=01&amp;t=0,上海井星信息科技有限公司,https://jobs.51job.com/all/co400919.html,6-8千/月,上海-长宁区,08-24
测试工程师,https://jobs.51job.com/shanghai-ypq/92180308.html?s=01&amp;t=0,上海优幼母婴用品有限公司,https://jobs.51job.com/all/co2570575.html,0.8-1万/月,上海-长宁区,08-24
高级测试工程师,https://jobs.51job.com/shanghai-mhq/102827554.html?s=01&amp;t=0,永凯软件技术（上海）有限公司,https://jobs.51job.com/all/co1328902.html,6-8千/月,上海,08-24
系统测试工程师,https://jobs.51job.com/shanghai-pdxq/104048488.html?s=01&amp;t=0,上海衡翮企业服务有限公司,https://jobs.51job.com/all/co5153390.html,0.8-1.5万/月,上海-徐汇区,08-24
性能测试工程师,https://jobs.51job.com/shanghai/102606404.html?s=01&amp;t=0,上海天用唯勤软件技术有限公司,https://jobs.51job.com/all/co2614300.html,0.8-1.4万/月,上海-浦东新区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-pdxq/86129578.html?s=01&amp;t=0,上海银基信息安全技术股份有限公司,https://jobs.51job.com/all/co2274210.html,1-1.5万/月,上海-徐汇区,08-24
测试工程师/产品工程师,https://jobs.51job.com/shanghai/98967047.html?s=01&amp;t=0,上海火溶信息科技有限公司,https://jobs.51job.com/all/co2891301.html,4-6千/月,上海,08-24
游戏测试工程师,https://jobs.51job.com/shanghai-xhq/91688261.html?s=01&amp;t=0,上海领视信息科技有限公司,https://jobs.51job.com/all/co3401239.html,0.7-1万/月,上海-浦东新区,08-24
测试工程师,https://jobs.51job.com/shanghai-pdxq/103809243.html?s=01&amp;t=0,上海微谱化工技术服务有限公司,https://jobs.51job.com/all/co2391979.html,8-10万/年,上海-杨浦区,08-24
自动化测试工程师,https://jobs.51job.com/shanghai/99580400.html?s=01&amp;t=0,森兰信息科技（上海）有限公司,https://jobs.51job.com/all/co4251336.html,0.6-1万/月,上海-杨浦区,08-24
实验室测试工程师,https://jobs.51job.com/shanghai/92939860.html?s=01&amp;t=0,丞家（上海）公寓管理有限公司,https://jobs.51job.com/all/co3746931.html,1-2万/月,上海-闵行区,08-24
有机测试工程师,https://jobs.51job.com/shanghai-mhq/85997519.html?s=01&amp;t=0,浙江沪龙科技股份有限公司,https://jobs.51job.com/all/co4629758.html,0.8-1.2万/月,上海-浦东新区,08-24
软件测试工程师（嘉兴）,https://jobs.51job.com/jiaxing/101998703.html?s=01&amp;t=0,钱多多,https://jobs.51job.com/all/co3357709.html,1-1.8万/月,上海,08-24
质量测试工程师,https://jobs.51job.com/shanghai/104473104.html?s=01&amp;t=0,上海星融汽车科技有限公司,https://jobs.51job.com/all/co4008878.html,0.6-1.3万/月,上海-浦东新区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-ptq/105312429.html?s=01&amp;t=0,上海宏英智能科技有限公司,https://jobs.51job.com/all/co2304741.html,0.8-1.5万/月,上海,08-24
纤维分析测试工程师,https://jobs.51job.com/shanghai-pdxq/72573537.html?s=01&amp;t=0,三七互娱,https://jobs.51job.com/all/co2522526.html,0.4-1万/月,上海-徐汇区,08-24
高级软件测试工程师,https://jobs.51job.com/shanghai-mhq/105566260.html?s=01&amp;t=0,上海煜喜环保科技有限公司,https://jobs.51job.com/all/co5065336.html,4.5-6千/月,上海-浦东新区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-pdxq/102468749.html?s=01&amp;t=0,上海甲丙信息科技有限公司,https://jobs.51job.com/all/co4914200.html,0.8-1万/月,上海,08-24
软件测试工程师,https://jobs.51job.com/shanghai/103137065.html?s=01&amp;t=0,爱优特空气技术（上海）有限公司,https://jobs.51job.com/all/co2527583.html,5-8千/月,上海,08-24
测试工程师,https://jobs.51job.com/shanghai-mhq/104506150.html?s=01&amp;t=0,英格尔检测技术服务（上海）有限公司,https://jobs.51job.com/all/co3759916.html,4-8千/月,上海-闵行区,08-24
产品集成测试工程师,https://jobs.51job.com/shanghai-pdxq/104890879.html?s=01&amp;t=0,曼胡默尔滤清器（上海）有限公司,http://mannhummel.51job.com,,上海,08-24
急聘游戏测试工程师,https://jobs.51job.com/shanghai-xhq/100743662.html?s=01&amp;t=0,上海闻泰电子科技有限公司,https://jobs.51job.com/all/co1415256.html,5-8千/月,异地招聘,08-24
软件测试工程师（APP与Web）,https://jobs.51job.com/xian-ytq/96067155.html?s=01&amp;t=0,上海西门子线路保护系统有限公司,https://jobs.51job.com/all/co2475509.html,,上海,08-24
开发测试工程师,https://jobs.51job.com/shanghai-hpq/100272078.html?s=01&amp;t=0,上海工业控制安全创新科技有限公司,https://jobs.51job.com/all/co4984582.html,0.6-1.3万/月,上海-普陀区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-mhq/99112368.html?s=01&amp;t=0,上海远东正大商品检验有限公司,https://jobs.51job.com/all/co2471466.html,4.5-6千/月,上海-浦东新区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-pdxq/103775149.html?s=01&amp;t=0,上海众朵信息科技有限公司,https://jobs.51job.com/all/co4847332.html,1.5-2万/月,上海-闵行区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-xhq/98987388.html?s=01&amp;t=0,上海霖承环保科技有限公司,https://jobs.51job.com/all/co4805952.html,1-1.6万/月,上海-浦东新区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-pdxq/66743302.html?s=01&amp;t=0,上海鲍麦克斯电子科技有限公司,https://jobs.51job.com/all/co205074.html,7-9千/月,上海,08-24
高级软件测试工程师,https://jobs.51job.com/shanghai-pdxq/83013551.html?s=01&amp;t=0,上海富瀚微电子股份有限公司,https://jobs.51job.com/all/co3254455.html,4-6千/月,上海-闵行区,08-24
移动测试工程师,https://jobs.51job.com/shanghai-xhq/96749476.html?s=01&amp;t=0,上海思华科技股份有限公司,https://jobs.51job.com/all/co4726946.html,1-2万/月,上海-浦东新区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-pdxq/65025003.html?s=01&amp;t=0,上海骞余实业有限公司,https://jobs.51job.com/all/co4806648.html,4.5-6千/月,上海-徐汇区,08-24
高级测试工程师-上海-01368,https://jobs.51job.com/shanghai-pdxq/103429709.html?s=01&amp;t=0,翔傲信息科技（上海）有限公司,https://jobs.51job.com/all/co965194.html,5-7千/月,异地招聘,08-24
测试工程师-上海,https://jobs.51job.com/shanghai-pdxq/104053109.html?s=01&amp;t=0,上海量锐信息科技有限公司,https://jobs.51job.com/all/co3416149.html,1-1.6万/月,上海-黄浦区,08-24
资深游戏测试工程师,https://jobs.51job.com/shanghai-pdxq/95022560.html?s=01&amp;t=0,上海奇合网络科技有限公司,https://jobs.51job.com/all/co3913046.html,1-1.5万/月,上海-闵行区,08-24
化学测试工程师,https://jobs.51job.com/shanghai/102854207.html?s=01&amp;t=0,上海儒一信息科技有限公司,https://jobs.51job.com/all/co3965242.html,1-1.8万/月,上海-浦东新区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-pdxq/104438984.html?s=01&amp;t=0,创络（上海）数据科技有限公司,https://jobs.51job.com/all/co2883740.html,1.5-2万/月,上海-徐汇区,08-24
高级软件测试工程师,https://jobs.51job.com/shanghai/101342368.html?s=01&amp;t=0,公安部第三研究所信息安全技术处,https://jobs.51job.com/all/co2031261.html,1-1.5万/月,上海-浦东新区,08-24
硬件测试工程师,https://jobs.51job.com/shanghai/101773911.html?s=01&amp;t=0,上海汉朔信息科技有限公司,https://jobs.51job.com/all/co4107301.html,1.5-2万/月,上海-浦东新区,08-24
测试工程师,https://jobs.51job.com/shanghai-xhq/105354802.html?s=01&amp;t=0,申朴信息技术（上海）股份有限公司,https://jobs.51job.com/all/co2644490.html,1-1.5万/月,上海-徐汇区,08-24
产品测试工程师,https://jobs.51job.com/shanghai-hpq/104573012.html?s=01&amp;t=0,雷技信息科技（上海）有限公司,https://jobs.51job.com/all/co1026996.html,0.8-1.5万/月,上海-浦东新区,08-24
测试工程师,https://jobs.51job.com/shanghai-xhq/105779801.html?s=01&amp;t=0,京北方信息技术股份有限公司,https://jobs.51job.com/all/co2347769.html,1.5-1.9万/月,上海-浦东新区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-ptq/98974596.html?s=01&amp;t=0,平湖波汇通信科技有限公司,https://jobs.51job.com/all/co4182185.html,0.6-1万/月,上海-浦东新区,08-24
测试工程师,https://jobs.51job.com/shanghai-pdxq/83170623.html?s=01&amp;t=0,上海敬游软件科技有限公司,https://jobs.51job.com/all/co3446528.html,1-1.5万/月,上海-浦东新区,08-24
中级测试工程师,https://jobs.51job.com/shanghai-cnq/104354941.html?s=01&amp;t=0,上海贤呗智能科技有限公司,https://jobs.51job.com/all/co4881315.html,6-7千/月,上海,08-24
软件测试工程师,https://jobs.51job.com/shanghai-ptq/102868897.html?s=01&amp;t=0,上海达龙信息科技有限公司,https://jobs.51job.com/all/co2419508.html,0.5-1万/月,上海-浦东新区,08-24
软件测试工程师,https://jobs.51job.com/shanghai/105238098.html?s=01&amp;t=0,逸景营地投资有限公司,https://jobs.51job.com/all/co2980931.html,1.5-2万/月,上海,08-24
软件测试工程师,https://jobs.51job.com/shanghai-pdxq/100224197.html?s=01&amp;t=0,恒为科技（上海）股份有限公司,https://jobs.51job.com/all/co998618.html,0.8-1万/月,上海,08-24
高级软件测试工程师（上海）,https://jobs.51job.com/shanghai-pdxq/102264369.html?s=01&amp;t=0,上海易恒健康生物科技有限公司,https://jobs.51job.com/all/co3800389.html,1-1.5万/月,上海-徐汇区,08-24
高级测试工程师,https://jobs.51job.com/shanghai-xhq/62873634.html?s=01&amp;t=0,上海顺博资产管理有限公司,https://jobs.51job.com/all/co4677876.html,1.3-1.8万/月,上海-黄浦区,08-24
高级测试工程师(J10030),https://jobs.51job.com/shanghai/105295566.html?s=01&amp;t=0,上海孚厘金融信息服务有限公司,https://jobs.51job.com/all/co3756832.html,1.5-2.5万/月,上海-徐汇区,08-24
射频集成电路测试工程师,https://jobs.51job.com/shanghai-pdxq/85826908.html?s=01&amp;t=0,淘菜猫信息发展股份有限公司,https://jobs.51job.com/all/co4030005.html,1-1.5万/月,上海-普陀区,08-24
整车电子电器测试工程师,https://jobs.51job.com/shanghai-pdxq/104916399.html?s=01&amp;t=0,上海银生宝电子支付服务有限公司,https://jobs.51job.com/all/co2512237.html,0.7-1.2万/月,上海-浦东新区,08-24
性能测试工程师,https://jobs.51job.com/shanghai-pdxq/94398409.html?s=01&amp;t=0,联络互动,https://jobs.51job.com/all/co2343195.html,1-1.5万/月,上海-长宁区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-pdxq/74591179.html?s=01&amp;t=0,上海追索信息科技有限公司,https://jobs.51job.com/all/co3222513.html,6-8千/月,上海-普陀区,08-24
实验室汽车测试工程师/技师,https://jobs.51job.com/shanghai-xhq/105810154.html?s=01&amp;t=0,上海金慧软件有限公司,https://jobs.51job.com/all/co120484.html,0.6-1万/月,上海,08-24
Test Engineer（测试工程师）,https://jobs.51job.com/shanghai/80388545.html?s=01&amp;t=0,上海络慧网络信息科技有限公司,https://jobs.51job.com/all/co4195525.html,1-1.5万/月,上海-浦东新区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-ypq/103625124.html?s=01&amp;t=0,龙尚科技（上海）有限公司,https://jobs.51job.com/all/co2677565.html,1-1.5万/月,上海-浦东新区,08-24
测试工程师,https://jobs.51job.com/shanghai-pdxq/103157460.html?s=01&amp;t=0,百视通网络电视技术发展有限责任公司,https://jobs.51job.com/all/co1366920.html,8-10万/年,上海-徐汇区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-hkq/104473881.html?s=01&amp;t=0,心动网络,https://jobs.51job.com/all/co2348719.html,1-1.5万/月,上海,08-24
自动化测试工程师 test developer(automation test),https://jobs.51job.com/shanghai-xhq/105432544.html?s=01&amp;t=0,上海川土微电子有限公司,https://jobs.51job.com/all/co4253543.html,0.8-2.5万/月,上海-浦东新区,08-24
中级测试工程师,https://jobs.51job.com/shanghai-xhq/105746307.html?s=01&amp;t=0,上海服佑信息科技有限公司,https://jobs.51job.com/all/co3856885.html,1-3万/月,上海-浦东新区,08-24
自动化测试工程师,https://jobs.51job.com/shanghai-cnq/99598327.html?s=01&amp;t=0,上海有大信息科技有限公司,https://jobs.51job.com/all/co3896460.html,1.5-2万/月,上海-浦东新区,08-24
高级测试工程师（移动端）,https://jobs.51job.com/shanghai-hpq/103101352.html?s=01&amp;t=0,上海聚杰信息技术有限公司,https://jobs.51job.com/all/co2294956.html,0.9-1.2万/月,上海-浦东新区,08-24
中级测试工程师,https://jobs.51job.com/shanghai-ypq/95586747.html?s=01&amp;t=0,杭州宏景智驾科技有限公司,https://jobs.51job.com/all/co5053459.html,0.8-1万/月,上海-徐汇区,08-24
软件自动化测试工程师,https://jobs.51job.com/shanghai-pdxq/105377539.html?s=01&amp;t=0,上海聚益信息技术有限公司,https://jobs.51job.com/all/co229578.html,0.9-1.2万/月,上海,08-24
研发测试工程师-labview/teststand,https://jobs.51job.com/shanghai-pdxq/102677994.html?s=01&amp;t=0,上海毫鋆信息科技有限公司,https://jobs.51job.com/all/co5073083.html,1-1.5万/月,上海-杨浦区,08-24
测试工程师,https://jobs.51job.com/shanghai/91743404.html?s=01&amp;t=0,上海盈方微电子有限公司,https://jobs.51job.com/all/co2879715.html,0.5-1.5万/月,上海-浦东新区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-hkq/83289905.html?s=01&amp;t=0,九恒星（上海）金融信息服务有限公司,https://jobs.51job.com/all/co3629353.html,0.8-1.5万/月,上海-虹口区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-jdq/74265708.html?s=01&amp;t=0,翔升（上海）电子技术有限公司,https://jobs.51job.com/all/co3815926.html,1.5-2万/月,上海-徐汇区,08-24
软件测试工程师,https://jobs.51job.com/shanghai/100353248.html?s=01&amp;t=0,聚信立,https://jobs.51job.com/all/co3312472.html,1-1.5万/月,上海-徐汇区,08-24
软件测试工程师,https://jobs.51job.com/shanghai/92080152.html?s=01&amp;t=0,上海博为峰软件技术有限公司,https://jobs.51job.com/all/co3303374.html,1.2-1.7万/月,上海-长宁区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-ptq/102064610.html?s=01&amp;t=0,上海亮昕网络科技有限公司,https://jobs.51job.com/all/co3876579.html,1-2万/月,上海-黄浦区,08-24
软件测试工程师（理财端）,https://jobs.51job.com/shanghai-cnq/105670435.html?s=01&amp;t=0,爱回收,https://jobs.51job.com/all/co2515005.html,1-1.5万/月,上海-杨浦区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-cnq/103142569.html?s=01&amp;t=0,上海电银信息技术有限公司,https://jobs.51job.com/all/co2652946.html,1.5-2.5万/月,上海-浦东新区,08-24
APP测试工程师,https://jobs.51job.com/shanghai-xhq/94106009.html?s=01&amp;t=0,上海重耳信息技术有限公司,https://jobs.51job.com/all/co2261083.html,20-35万/年,上海-浦东新区,08-24
研发测试工程师（测试与装备部）,https://jobs.51job.com/shanghai-pdxq/82649027.html?s=01&amp;t=0,上海乐研电气有限公司,https://jobs.51job.com/all/co2206837.html,6-8千/月,上海,08-24
水质测试工程师,https://jobs.51job.com/shanghai-pdxq/102578924.html?s=01&amp;t=0,上海豆萌科技有限公司,https://jobs.51job.com/all/co4122793.html,0.8-1.2万/月,上海-虹口区,08-24
实验室测试工程师（全部招聘）,https://jobs.51job.com/shanghai-qpq/105674792.html?s=01&amp;t=0,上海亿盟信息技术开发有限公司,https://jobs.51job.com/all/co294574.html,4.5-6千/月,上海-嘉定区,08-24
高级软件测试工程师,https://jobs.51job.com/shanghai/98219708.html?s=01&amp;t=0,上海亿格企业管理咨询股份有限公司,https://jobs.51job.com/all/co4533897.html,1-1.2万/月,上海,08-24
硬件测试工程师,https://jobs.51job.com/shanghai-mhq/94729938.html?s=01&amp;t=0,上海宝宏软件有限公司,https://jobs.51job.com/all/co2861221.html,0.6-1万/月,上海,08-24
软件测试工程师,https://jobs.51job.com/shanghai-jdq/103840338.html?s=01&amp;t=0,上海上嘉供应链管理有限公司,https://jobs.51job.com/all/co4189187.html,1-1.5万/月,上海-普陀区,08-24
测试工程师,https://jobs.51job.com/shanghai-sjq/90011631.html?s=01&amp;t=0,信用飞/首付游,https://jobs.51job.com/all/co4081889.html,1-2万/月,上海-长宁区,08-24
测试工程师,https://jobs.51job.com/shanghai-pdxq/88100512.html?s=01&amp;t=0,东方易城网络科技有限公司,https://jobs.51job.com/all/co2691360.html,250元/天,上海-长宁区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-jdq/98935836.html?s=01&amp;t=0,钛马信息网络技术有限公司,https://jobs.51job.com/all/co3791294.html,0.8-1.2万/月,上海-徐汇区,08-24
测试工程师,https://jobs.51job.com/shanghai/101382998.html?s=01&amp;t=0,格雷博智能动力,https://jobs.51job.com/all/co3565968.html,0.8-1.2万/月,上海-浦东新区,08-24
水泵测试工程师,https://jobs.51job.com/shanghai/104978591.html?s=01&amp;t=0,上海浩泽净水科技发展有限公司,https://jobs.51job.com/all/co705137.html,0.6-1万/月,上海-浦东新区,08-24
软件测试工程师,https://jobs.51job.com/shanghai/104522891.html?s=01&amp;t=0,上海通用富士冷机有限公司,https://jobs.51job.com/all/co2606921.html,0.6-1万/月,上海-青浦区,08-24
硬件测试工程师,https://jobs.51job.com/shanghai-mhq/105662017.html?s=01&amp;t=0,数云信息技术（上海）有限公司,https://jobs.51job.com/all/co2766761.html,1-1.3万/月,上海,08-24
测试工程师(J12954),https://jobs.51job.com/shanghai-hkq/104059775.html?s=01&amp;t=0,上海零零智能科技有限公司,https://jobs.51job.com/all/co4609935.html,0.6-1.2万/月,上海-闵行区,08-24
软件测试工程师,https://jobs.51job.com/shanghai/99065977.html?s=01&amp;t=0,上海宽文是风软件有限公司,https://jobs.51job.com/all/co1980881.html,1.3-2万/月,上海-嘉定区,08-24
嵌入式软件测试工程师,https://jobs.51job.com/shanghai-ptq/96401979.html?s=01&amp;t=0,古河辉提路光电（上海）有限公司,https://jobs.51job.com/all/co3219772.html,0.8-1万/月,上海-松江区,08-24
射频硬件测试工程师（上海）,https://jobs.51job.com/shanghai/94339633.html?s=01&amp;t=0,奥然生物科技（上海）有限公司,https://jobs.51job.com/all/co3542372.html,4-8千/月,上海-浦东新区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-cnq/103693475.html?s=01&amp;t=0,上海同驭汽车科技有限公司,https://jobs.51job.com/all/co4192843.html,1-2万/月,上海-嘉定区,08-24
软件测试工程师/主管,https://jobs.51job.com/shanghai-mhq/98235934.html?s=01&amp;t=0,上海豆萁科技有限公司,https://jobs.51job.com/all/co3685383.html,0.7-1.6万/月,上海,08-24
IC测试工程师（CPU、高速信号）,https://jobs.51job.com/shanghai-xhq/105438431.html?s=01&amp;t=0,上海凯泉泵业（集团）有限公司,https://jobs.51job.com/all/co144897.html,6-8千/月,上海,08-24
软件测试工程师(高级）,https://jobs.51job.com/shanghai-pdxq/98950711.html?s=01&amp;t=0,悦锦软件系统(上海)有限公司,https://jobs.51job.com/all/co3212970.html,0.7-1.5万/月,上海,08-24
高级测试工程师,https://jobs.51job.com/shanghai-mhq/102393345.html?s=01&amp;t=0,上海零零智能科技有限公司,https://jobs.51job.com/all/co5151007.html,0.8-1万/月,上海-闵行区,08-24
中级软件测试工程师,https://jobs.51job.com/shanghai/77306621.html?s=01&amp;t=0,宝胜国际,https://jobs.51job.com/all/co2410938.html,1-1.5万/月,上海-虹口区,08-24
中级测试工程师,https://jobs.51job.com/shanghai-xhq/105127270.html?s=01&amp;t=0,深圳市思迪信息技术股份有限公司,https://jobs.51job.com/all/co2395447.html,0.8-1万/月,上海,08-24
自动化测试工程师(南京）,https://jobs.51job.com/nanjing-jnq/105250041.html?s=01&amp;t=0,上海优似腾软件开发有限公司,https://jobs.51job.com/all/co3682355.html,1-1.5万/月,上海-普陀区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-pdxq/102115962.html?s=01&amp;t=0,上海移远通信技术股份有限公司,https://jobs.51job.com/all/co2578394.html,1-1.5万/月,上海,08-24
软件测试工程师,https://jobs.51job.com/shanghai-xhq/97499073.html?s=01&amp;t=0,致胜盈彩网络科技有限公司,https://jobs.51job.com/all/co2644636.html,0.7-1万/月,上海-长宁区,08-24
射频天线测试工程师,https://jobs.51job.com/shanghai-pdxq/102216170.html?s=01&amp;t=0,上海文军信息技术有限公司,https://jobs.51job.com/all/co2343349.html,0.8-1.5万/月,上海-闵行区,08-24
系统测试工程师,https://jobs.51job.com/shanghai-pdxq/103864841.html?s=01&amp;t=0,澜起科技（上海）有限公司,https://jobs.51job.com/all/co408570.html,0.8-2万/月,上海-徐汇区,08-24
导航测试工程师,https://jobs.51job.com/shanghai-xhq/99023448.html?s=01&amp;t=0,上海宝孚自动化工程技术有限公司,https://jobs.51job.com/all/co2519464.html,0.8-2万/月,上海-浦东新区,08-24
高级软件测试工程师,https://jobs.51job.com/shanghai-jaq/76222693.html?s=01&amp;t=0,上海伯俊软件科技有限公司,https://jobs.51job.com/all/co2109044.html,1.2-2.3万/月,上海-闵行区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-pdxq/104607177.html?s=01&amp;t=0,上海数禧金融信息服务有限公司,https://jobs.51job.com/all/co2343240.html,0.8-1万/月,上海,08-24
Ldop测试工程师,https://jobs.51job.com/shanghai/103097826.html?s=01&amp;t=0,上海想星商务服务有限公司,https://jobs.51job.com/all/co4753600.html,1-1.5万/月,上海-徐汇区,08-24
测试工程师,https://jobs.51job.com/shanghai-mhq/89924966.html?s=01&amp;t=0,亚创博彦（上海）信息技术有限公司,https://jobs.51job.com/all/co4207041.html,1-1.5万/月,异地招聘,08-24
软件测试工程师,https://jobs.51job.com/shanghai/105012928.html?s=01&amp;t=0,浙江优创信息技术有限公司,https://jobs.51job.com/all/co2248892.html,0.6-1万/月,上海-浦东新区,08-24
测试工程师,https://jobs.51job.com/shanghai-ptq/102901583.html?s=01&amp;t=0,网强信息技术（上海）有限公司,https://jobs.51job.com/all/co278007.html,4.5-6千/月,上海-徐汇区,08-24
渲染测试工程师-设计云,https://jobs.51job.com/shanghai-ptq/104162784.html?s=01&amp;t=0,莱尔德无线技术（上海）有限公司,https://jobs.51job.com/all/co2275859.html,0.9-1.4万/月,上海-浦东新区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-xhq/101798770.html?s=01&amp;t=0,辉景电子科技（上海）有限公司,https://jobs.51job.com/all/co3384285.html,8-10万/年,上海-浦东新区,08-24
软件测试工程师（网金部）,https://jobs.51job.com/shanghai-pdxq/101760422.html?s=01&amp;t=0,赛科工业科技开发（武汉）有限公司上海分公司,https://jobs.51job.com/all/co3291098.html,1-1.5万/月,上海-徐汇区,08-24
高级软件测试工程师,https://jobs.51job.com/shanghai-pdxq/98382993.html?s=01&amp;t=0,上海亚龙导医服务有限公司,https://jobs.51job.com/all/co3635603.html,1-1.5万/月,上海-静安区,08-24
测试工程师（上海张江）,https://jobs.51job.com/shanghai-pdxq/103159522.html?s=01&amp;t=0,上海爱救信息科技有限公司,https://jobs.51job.com/all/co4784006.html,1-2万/月,上海-浦东新区,08-24
软件测试工程师,https://jobs.51job.com/shanghai/100365979.html?s=01&amp;t=0,上海远涛信息技术服务有限公司,https://jobs.51job.com/all/co3547152.html,1-1.5万/月,上海,08-24
软件测试工程师,https://jobs.51job.com/shanghai-xhq/104531705.html?s=01&amp;t=0,巨尔（上海）光电照明有限公司,https://jobs.51job.com/all/co3281391.html,0.8-1万/月,上海-闵行区,08-24
系统测试工程师（应届生）,https://jobs.51job.com/shanghai-pdxq/99044481.html?s=01&amp;t=0,上海知普信息科技有限公司,https://jobs.51job.com/all/co2561780.html,1-1.5万/月,上海,08-24
软件测试工程师（外派）,https://jobs.51job.com/shanghai-pdxq/104183359.html?s=01&amp;t=0,红星美凯龙互联网集团,https://jobs.51job.com/all/co4902374.html,1-1.5万/月,上海-普陀区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-pdxq/97284045.html?s=01&amp;t=0,上海红星美凯龙网络技术有限公司,https://jobs.51job.com/all/co3820308.html,1.2-2.8万/月,上海-普陀区,08-24
高级软件测试工程师,https://jobs.51job.com/shanghai-xhq/103361437.html?s=01&amp;t=0,深圳市筑客云服科技有限公司上海分公司,https://jobs.51job.com/all/co4682066.html,0.8-1.5万/月,上海-徐汇区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-xhq/67416079.html?s=01&amp;t=0,拉卡拉支付集团,https://jobs.51job.com/all/co3654544.html,1-2万/月,上海-浦东新区,08-24
硬件测试工程师,https://jobs.51job.com/shanghai-mhq/93396484.html?s=01&amp;t=0,花旗金融信息服务（中国）有限公司Citigroup Services and Technology (China) Limited.,https://jobs.51job.com/all/co3840873.html,,上海-浦东新区,08-24
软件测试工程师,https://jobs.51job.com/shanghai-ptq/101793686.html?s=01&amp;t=0,上海旻艾半导体有限公司,https://jobs.51job.com/all/co4830791.html,0.6-1万/月,上海-浦东新区,08-24
产品测试工程师,https://jobs.51job.com/shanghai-ptq/91335984.html?s=01&amp;t=0,上海和付信息技术有限公司,https://jobs.51job.com/all/co2855241.html,0.6-1万/月,上海,08-24
软件测试工程师,https://jobs.51job.com/shanghai-pdxq/100318822.html?s=01&amp;t=0,中世通征信服务（上海）有限公司,https://jobs.51job.com/all/co5103304.html,0.8-1万/月,上海-徐汇区,08-24
测试工程师,https://jobs.51job.com/shanghai-sjq/101555269.html?s=01&amp;t=0,昆易电子科技（上海）有限公司,https://jobs.51job.com/all/co4869326.html,8-10万/年,上海-浦东新区,08-24
